test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
TCONS_00001239	XLOC_000754	NCR1	chr19:55417507-55424439	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001240	XLOC_000754	NCR1	chr19:55417507-55424439	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001241	XLOC_000754	NCR1	chr19:55417507-55424439	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001242	XLOC_000754	NCR1	chr19:55417507-55424439	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001243	XLOC_000755	NLRP2	chr19:55476651-55512510	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001244	XLOC_000755	NLRP2	chr19:55476651-55512510	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001245	XLOC_000755	NLRP2	chr19:55476651-55512510	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001246	XLOC_000755	NLRP2	chr19:55476651-55512510	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001247	XLOC_000755	NLRP2	chr19:55476651-55512510	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001248	XLOC_000755	NLRP2	chr19:55476651-55512510	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001249	XLOC_000756	EPS8L1	chr19:55587220-55599291	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001250	XLOC_000756	EPS8L1	chr19:55587220-55599291	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001251	XLOC_000757	BRSK1	chr19:55795533-55823903	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001252	XLOC_000758	SUV420H2	chr19:55851220-55859489	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001253	XLOC_000759	TMEM190	chr19:55888203-55889612	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001254	XLOC_000760	RPL28	chr19:55897299-55903451	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001255	XLOC_000760	RPL28	chr19:55897299-55903451	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001256	XLOC_000760	RPL28	chr19:55897299-55903451	Adrena	Brain	NOTEST	0	7.34867	inf	0	1	1	no
TCONS_00001257	XLOC_000760	RPL28	chr19:55897299-55903451	Adrena	Brain	NOTEST	0	0.0277873	inf	0	1	1	no
TCONS_00001258	XLOC_000760	RPL28	chr19:55897299-55903451	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001259	XLOC_000761	ZNF628	chr19:55987698-55995854	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001260	XLOC_000762	NAT14	chr19:55996556-55998935	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001261	XLOC_000763	SSC5D	chr19:55999869-56030466	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001262	XLOC_000763	SSC5D	chr19:55999869-56030466	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001263	XLOC_000764	ZNF524	chr19:56111729-56114504	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001264	XLOC_000765	ZNF865	chr19:56124958-56129907	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001265	XLOC_000766	ZNF580	chr19:56152391-56154836	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001266	XLOC_000766	ZNF580	chr19:56152391-56154836	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001267	XLOC_000766	ZNF580	chr19:56152391-56154836	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001268	XLOC_000767	ZNF581	chr19:56154985-56156989	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001269	XLOC_000768	CCDC106	chr19:56158953-56164526	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001270	XLOC_000769	U2AF2	chr19:56165415-56186082	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001271	XLOC_000769	U2AF2	chr19:56165415-56186082	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001272	XLOC_000770	EPN1	chr19:56186560-56207133	Adrena	Brain	NOTEST	4.95068	0	-inf	0	1	1	no
TCONS_00001273	XLOC_000770	EPN1	chr19:56186560-56207133	Adrena	Brain	NOTEST	0.0964604	0	-inf	0	1	1	no
TCONS_00001274	XLOC_000770	EPN1	chr19:56186560-56207133	Adrena	Brain	NOTEST	5.81138	0	-inf	0	1	1	no
TCONS_00001275	XLOC_000770	EPN1	chr19:56186560-56207133	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001276	XLOC_000770	EPN1	chr19:56186560-56207133	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001277	XLOC_000771	RFPL4A	chr19:56270506-56274541	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001278	XLOC_000772	NLRP4	chr19:56296762-56393220	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001279	XLOC_000773	NLRP8	chr19:56459197-56499995	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001280	XLOC_000774	NLRP5	chr19:56511091-56573174	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001281	XLOC_000775	ZNF444	chr19:56652534-56672262	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001282	XLOC_000775	ZNF444	chr19:56652534-56672262	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001283	XLOC_000776	GALP	chr19:56687388-56697144	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001284	XLOC_000776	GALP	chr19:56687388-56697144	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001285	XLOC_000777	ZNF542	chr19:56879467-56891196	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001286	XLOC_000777	ZNF542	chr19:56879467-56891196	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001287	XLOC_000777	ZNF542	chr19:56879467-56891196	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001288	XLOC_000777	ZNF542	chr19:56879467-56891196	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001289	XLOC_000777	ZNF542	chr19:56879467-56891196	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001290	XLOC_000778	LOC386758	chr19:56905044-56910544	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001291	XLOC_000778	LOC386758	chr19:56905044-56910544	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001292	XLOC_000778	LOC386758	chr19:56905044-56910544	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001293	XLOC_000778	LOC386758	chr19:56905044-56910544	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001294	XLOC_000779	ZNF583	chr19:56915382-56936400	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001295	XLOC_000779	ZNF583	chr19:56915382-56936400	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001296	XLOC_000779	ZNF583	chr19:56915382-56936400	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001297	XLOC_000780	LOC100128252	chr19:56989242-57006805	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001298	XLOC_000780	LOC100128252	chr19:56989242-57006805	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001299	XLOC_000781	ZNF471	chr19:57019211-57040269	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001300	XLOC_000782	ZFP28	chr19:57050316-57068170	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001301	XLOC_000783	ZNF470	chr19:57078889-57094262	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001302	XLOC_000784	ZNF71	chr19:57106663-57135544	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001303	XLOC_000785	LOC147670	chr19:57154526-57168614	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001304	XLOC_000786	PEG3-AS1	chr19:57285922-57352097	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001305	XLOC_000787	MIMT1	chr19:57352269-57359922	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001306	XLOC_000788	USP29	chr19:57631508-57643293	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001307	XLOC_000789	ZNF264	chr19:57702867-57734214	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001308	XLOC_000790	AURKC	chr19:57742376-57746916	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001309	XLOC_000790	AURKC	chr19:57742376-57746916	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001310	XLOC_000790	AURKC	chr19:57742376-57746916	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001311	XLOC_000791	ZNF805	chr19:57752052-57774106	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001312	XLOC_000791	ZNF805	chr19:57752052-57774106	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001313	XLOC_000792	ZNF460	chr19:57791852-57805436	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001314	XLOC_000793	ZNF543	chr19:57831864-57842144	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001315	XLOC_000794	ZNF304	chr19:57862644-57871265	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001316	XLOC_000795	TRAPPC2P1	chr19:57874878-57890925	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001317	XLOC_000795	ZNF547	chr19:57874878-57890925	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001318	XLOC_000796	ZNF548	chr19:57901217-57913919	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001319	XLOC_000796	ZNF548	chr19:57901217-57913919	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001320	XLOC_000797	ZNF17	chr19:57922528-57933307	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001321	XLOC_000798	ZNF749	chr19:57946692-57957191	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001322	XLOC_000799	ZNF419	chr19:57999078-58006048	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001323	XLOC_000799	ZNF419	chr19:57999078-58006048	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001324	XLOC_000799	ZNF419	chr19:57999078-58006048	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001325	XLOC_000799	ZNF419	chr19:57999078-58006048	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001326	XLOC_000799	ZNF419	chr19:57999078-58006048	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001327	XLOC_000799	ZNF419	chr19:57999078-58006048	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001328	XLOC_000799	ZNF419	chr19:57999078-58006048	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001329	XLOC_000800	ZNF773	chr19:58011308-58019510	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001330	XLOC_000801	ZNF549	chr19:58038692-58052244	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001331	XLOC_000801	ZNF549	chr19:58038692-58052244	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001332	XLOC_000802	ZIK1	chr19:58095627-58103758	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001333	XLOC_000803	ZNF530	chr19:58111252-58119637	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001334	XLOC_000804	ZNF134	chr19:58125829-58133636	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001335	XLOC_000805	ZNF211	chr19:58144534-58154147	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001336	XLOC_000805	ZNF211	chr19:58144534-58154147	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001337	XLOC_000806	ZSCAN4	chr19:58180302-58190520	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001338	XLOC_000807	ZNF551	chr19:58193356-58201169	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001339	XLOC_000808	ZNF776	chr19:58258163-58269527	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001340	XLOC_000809	ZNF586	chr19:58281019-58291984	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001341	XLOC_000809	ZNF586	chr19:58281019-58291984	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001342	XLOC_000809	ZNF586	chr19:58281019-58291984	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001343	XLOC_000810	ZNF587B	chr19:58341661-58357606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001344	XLOC_000811	ZNF587	chr19:58361180-58376491	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001345	XLOC_000811	ZNF587	chr19:58361180-58376491	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001346	XLOC_000812	LOC100128398	chr19:58488440-58518574	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001347	XLOC_000813	ZSCAN1	chr19:58545433-58565999	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001348	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001349	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001350	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001351	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001352	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001353	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001354	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001355	XLOC_000814	ZNF135	chr19:58570606-58581110	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001356	XLOC_000815	ZNF274	chr19:58694395-58724927	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001357	XLOC_000815	ZNF274	chr19:58694395-58724927	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001358	XLOC_000815	ZNF274	chr19:58694395-58724927	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001359	XLOC_000816	ZNF544	chr19:58740069-58775008	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001360	XLOC_000817	ZNF8	chr19:58790317-58807254	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001361	XLOC_000818	ZSCAN22	chr19:58838384-58853712	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001362	XLOC_000819	A1BG-AS1	chr19:58858171-58874214	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001363	XLOC_000820	RPS5	chr19:58898635-58906171	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001364	XLOC_000821	LOC646862	chr19:58907456-58908446	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001365	XLOC_000822	ZNF584	chr19:58920062-58929692	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001366	XLOC_000823	ZNF324B	chr19:58962970-58969199	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001367	XLOC_000824	ZNF324	chr19:58978411-58984945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001368	XLOC_000825	ZNF446	chr19:58987794-58992597	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001369	XLOC_000826	TRIM28	chr19:59055835-59062082	Adrena	Brain	NOTEST	8.68707	0	-inf	0	1	1	no
TCONS_00001370	XLOC_000827	LOC100131691	chr19:59070552-59086164	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001371	XLOC_000828	MGC2752	chr19:59086765-59095762	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001372	XLOC_000829	WASH5P	chr19:60950-70966	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001373	XLOC_000830	FAM138F	chr19:76219-77690	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001374	XLOC_000831	FLJ45445	chr19:197015-202209	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001375	XLOC_000832	PPAP2C	chr19:281043-291435	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001376	XLOC_000832	PPAP2C	chr19:281043-291435	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001377	XLOC_000832	PPAP2C	chr19:281043-291435	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001378	XLOC_000833	MIER2	chr19:305574-344791	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001379	XLOC_000834	THEG	chr19:362056-376013	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001380	XLOC_000834	THEG	chr19:362056-376013	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001381	XLOC_000835	C2CD4C	chr19:405442-409170	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001382	XLOC_000836	SHC2	chr19:416582-460996	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001383	XLOC_000837	ODF3L2	chr19:463345-474983	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001384	XLOC_000838	POLRMT	chr19:617222-633568	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001385	XLOC_000839	RNF126	chr19:647525-663233	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001386	XLOC_000840	PRSS57	chr19:685545-695461	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001387	XLOC_000841	LPPR3	chr19:812517-821952	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001388	XLOC_000842	MED16	chr19:867961-893218	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001389	XLOC_000843	R3HDM4	chr19:896502-913225	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001390	XLOC_000844	C19orf6	chr19:1000436-1021141	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001391	XLOC_000844	C19orf6	chr19:1000436-1021141	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001392	XLOC_000845	POLR2E	chr19:1067173-1095391	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001393	XLOC_000846	SBNO2	chr19:1107632-1174282	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001394	XLOC_000846	SBNO2	chr19:1107632-1174282	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001395	XLOC_000847	C19orf26	chr19:1229946-1237990	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001396	XLOC_000848	CIRBP-AS1	chr19:1267469-1274809	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001397	XLOC_000849	GAMT	chr19:1397024-1401569	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001398	XLOC_000849	GAMT	chr19:1397024-1401569	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001399	XLOC_000850	C19orf25	chr19:1450147-1479228	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001400	XLOC_000851	PCSK4	chr19:1481426-1490407	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001401	XLOC_000852	ADAMTSL5	chr19:1505016-1513188	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001402	XLOC_000853	MEX3D	chr19:1554667-1568057	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001403	XLOC_000853	MEX3D	chr19:1554667-1568057	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001404	XLOC_000854	MBD3	chr19:1576677-1592652	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001405	XLOC_000855	UQCR11	chr19:1597153-1605483	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001406	XLOC_000856	TCF3	chr19:1609288-1652328	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001407	XLOC_000856	TCF3	chr19:1609288-1652328	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001408	XLOC_000856	TCF3	chr19:1609288-1652328	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001409	XLOC_000857	ATP8B3	chr19:1782073-1812270	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001410	XLOC_000857	ATP8B3	chr19:1782073-1812270	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001411	XLOC_000857	ATP8B3	chr19:1782073-1812270	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001412	XLOC_000858	REXO1	chr19:1815244-1848452	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001413	XLOC_000858	MIR1909	chr19:1815244-1848452	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001414	XLOC_000859	KLF16	chr19:1852397-1863564	Adrena	Brain	NOTEST	8.92019	0	-inf	0	1	1	no
TCONS_00001415	XLOC_000860	FAM108A1	chr19:1876974-1885518	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001416	XLOC_000860	FAM108A1	chr19:1876974-1885518	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001417	XLOC_000861	CSNK1G2-AS1	chr19:1941160-1981336	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001418	XLOC_000862	BTBD2	chr19:1985446-2015702	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001419	XLOC_000863	MKNK2	chr19:2037469-2051243	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001420	XLOC_000863	MKNK2	chr19:2037469-2051243	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001421	XLOC_000864	MOB3A	chr19:2071034-2096269	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001422	XLOC_000865	AP3D1	chr19:2100992-2151556	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001423	XLOC_000865	AP3D1	chr19:2100992-2151556	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001424	XLOC_000866	PLEKHJ1	chr19:2233154-2236328	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001425	XLOC_000867	MIR1227	chr19:2233154-2236328	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001426	XLOC_000868	JSRP1	chr19:2252249-2256422	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001427	XLOC_000869	C19orf35	chr19:2274630-2282181	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001428	XLOC_000870	LINGO3	chr19:2289773-2308156	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001429	XLOC_000871	LSM7	chr19:2321519-2328614	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001430	XLOC_000872	TIMM13	chr19:2389783-2427875	Adrena	Brain	NOTEST	0	16.8504	inf	0	1	1	no
TCONS_00001431	XLOC_000873	LMNB2	chr19:2428163-2456958	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001432	XLOC_000874	GNG7	chr19:2511217-2702746	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001433	XLOC_000875	DIRAS1	chr19:2714564-2721390	Adrena	Brain	NOTEST	0	9.24581	inf	0	1	1	no
TCONS_00001434	XLOC_000876	SLC39A3	chr19:2732522-2740074	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001435	XLOC_000876	SLC39A3	chr19:2732522-2740074	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001436	XLOC_000877	SGTA	chr19:2754711-2783354	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001437	XLOC_000878	ZNF77	chr19:2933215-2944969	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001438	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	NOTEST	147.382	0	-inf	0	1	1	no
TCONS_00001439	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	OK	7072.93	672.232	-3.39528	-0.694229	0.17795	0.414345	no
TCONS_00001440	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	OK	13376.8	1670.99	-3.00095	-0.920551	0.24555	0.470637	no
TCONS_00001441	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	OK	5542.01	6224.54	0.167559	0.0769053	0.7024	0.897511	no
TCONS_00001442	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001443	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	OK	4459.76	0	-inf	-nan	0.0075	0.0345	yes
TCONS_00001444	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001445	XLOC_000879	TLE2	chr19:2997635-3047633	Adrena	Brain	NOTEST	77.8383	0	-inf	0	1	1	no
TCONS_00001446	XLOC_000880	AES	chr19:3052907-3062964	Adrena	Brain	OK	342740	342551	-0.000796099	-0.0177638	0.9636	0.9636	no
TCONS_00001447	XLOC_000880	AES	chr19:3052907-3062964	Adrena	Brain	OK	10355.3	21872.5	1.07875	9.44443	5e-05	0.000383333	yes
TCONS_00001448	XLOC_000880	AES	chr19:3052907-3062964	Adrena	Brain	OK	17151.6	6429.71	-1.41552	-11.1851	5e-05	0.000383333	yes
TCONS_00001449	XLOC_000881	C19orf77	chr19:3474404-3480540	Adrena	Brain	OK	1223.82	6786.44	2.47126	0.831704	0.5142	0.739162	no
TCONS_00001450	XLOC_000882	DOHH	chr19:3490818-3500938	Adrena	Brain	OK	6428.43	18167.1	1.49879	0.653368	0.5099	0.739163	no
TCONS_00001451	XLOC_000882	DOHH	chr19:3490818-3500938	Adrena	Brain	OK	2469.47	1628.7	-0.600478	-0.133674	0.8298	0.95427	no
TCONS_00001452	XLOC_000883	MFSD12	chr19:3538262-3557571	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001453	XLOC_000883	MFSD12	chr19:3538262-3557571	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
